Timestamp,VehicleID,Latitude,Longitude,Speed,ADC,Fuel
2026-07-15 08:00:00,VN001,21.025920552715117,105.85466801262459,0.0,2046,50.0
2026-07-15 08:00:05,VN001,21.03022135547406,105.85846154774161,0.0,2057,50.0
2026-07-15 08:00:10,VN001,21.031116196153288,105.85606029796675,0.0,1959,50.0
2026-07-15 08:00:15,VN001,21.025876375439925,105.8548006117009,0.0,1951,50.0
2026-07-15 08:00:20,VN001,21.03078216348612,105.85007176493771,0.0,1977,50.0
2026-07-15 08:00:25,VN001,21.027177831327194,105.855250072267,0.0,1962,50.0
2026-07-15 08:00:30,VN001,21.029823058305936,105.85900053850105,0.0,1832,50.0
2026-07-15 08:00:35,VN001,21.02983529710761,105.85050084015236,0.0,1978,50.0
2026-07-15 08:00:40,VN001,21.02885774684075,105.85428329652363,0.0,1900,50.0
2026-07-15 08:00:45,VN001,21.024402897700543,105.85787373071928,0.0,2067,50.0
2026-07-15 08:00:50,VN001,21.031853024955893,105.85650768617755,0.0,1864,50.0
2026-07-15 08:00:55,VN001,21.026707800649717,105.85607015740996,0.0,1967,50.0
2026-07-15 08:01:00,VN001,21.025365185104,105.85612484083987,0.0,1842,50.0
2026-07-15 08:01:05,VN001,21.02390775141555,105.8526949115122,0.0,1843,50.0
2026-07-15 08:01:10,VN001,21.029408929431884,105.85203591844265,0.0,2084,50.0
2026-07-15 08:01:15,VN001,21.030275643618424,105.85719361155479,34.6,1811,49.9
2026-07-15 08:01:20,VN001,21.02366587828928,105.85720113394679,43.1,1894,49.8
2026-07-15 08:01:25,VN001,21.028620930582996,105.85777072318581,37.3,2052,49.7
2026-07-15 08:01:30,VN001,21.02576495775198,105.85823240552557,33.5,2041,49.6
2026-07-15 08:01:35,VN001,21.029951727904095,105.85421342398861,39.2,1834,49.5
2026-07-15 08:01:40,VN001,21.025243664290052,105.85411516294687,49.6,2014,49.5
2026-07-15 08:01:45,VN001,21.030409377381027,105.85708295178966,42.9,1889,49.4
2026-07-15 08:01:50,VN001,21.027367353463006,105.85559963930778,31.2,2063,49.2
2026-07-15 08:01:55,VN001,21.032867299887368,105.85611966877258,34.3,1892,49.2
2026-07-15 08:02:00,VN001,21.02487520944146,105.85705792669437,53.7,1889,49.0
2026-07-15 08:02:05,VN001,21.026910663510503,105.85800005341818,50.2,1914,49.0
2026-07-15 08:02:10,VN001,21.024634735212405,105.85247995156851,32.4,1904,48.8
2026-07-15 08:02:15,VN001,21.032746936182786,105.8528558295264,41.0,1995,48.8
2026-07-15 08:02:20,VN001,21.03227339353381,105.85003981939842,42.4,1913,48.7
2026-07-15 08:02:25,VN001,21.026079416277152,105.85488280140997,52.7,1874,48.7
2026-07-15 08:02:30,VN001,21.03009984046034,105.84945942273797,46.6,2016,48.6
2026-07-15 08:02:35,VN001,21.031672222002012,105.85375598018133,43.0,2076,48.5
2026-07-15 08:02:40,VN001,21.029052008115997,105.85452644634708,34.6,2048,48.3
2026-07-15 08:02:45,VN001,21.02879650578356,105.85196541252128,49.4,1963,48.2
2026-07-15 08:02:50,VN001,21.025918522909006,105.85500833260569,52.4,1991,48.1
2026-07-15 08:02:55,VN001,21.02443102767806,105.8494050024994,53.0,2026,48.0
2026-07-15 08:03:00,VN001,21.032472157579534,105.8494734818875,34.9,1976,48.0
2026-07-15 08:03:05,VN001,21.032504180571635,105.8573260056066,38.1,1898,47.9
2026-07-15 08:03:10,VN001,21.029831014572732,105.85270190641411,36.8,1835,47.7
2026-07-15 08:03:15,VN001,21.026890297910487,105.85037060512653,38.9,1895,47.7
2026-07-15 08:03:20,VN001,21.026992095746127,105.85432243260055,43.6,1951,47.6
2026-07-15 08:03:25,VN001,21.030759556788702,105.85679993553099,50.1,1950,47.5
2026-07-15 08:03:30,VN001,21.032471102599526,105.85125821027498,54.7,1989,47.4
2026-07-15 08:03:35,VN001,21.03237086424265,105.8553289047582,35.0,2023,47.4
2026-07-15 08:03:40,VN001,21.03129875545858,105.84995347464994,50.4,1836,47.2
2026-07-15 08:03:45,VN001,21.029920316461546,105.84961681721168,0.0,2067,49.5
2026-07-15 08:03:50,VN001,21.024341399649952,105.85441354631568,0.0,1982,51.7
2026-07-15 08:03:55,VN001,21.025116287140946,105.8545063512161,0.0,1812,53.3
2026-07-15 08:04:00,VN001,21.032485541885272,105.85547429901499,0.0,2078,55.2
2026-07-15 08:04:05,VN001,21.029564290596596,105.85636091333723,0.0,2016,56.8
2026-07-15 08:04:10,VN001,21.02359197051617,105.85885852079463,0.0,2085,59.1
2026-07-15 08:04:15,VN001,21.024514715428662,105.85426300348301,0.0,2072,61.3
2026-07-15 08:04:20,VN001,21.03013501769108,105.85232956472942,0.0,1861,63.1
2026-07-15 08:04:25,VN001,21.023550615838463,105.8570518619477,0.0,1883,64.7
2026-07-15 08:04:30,VN001,21.025108080514176,105.85180832251262,0.0,2016,66.5
2026-07-15 08:04:35,VN001,21.028987337893668,105.85348971420706,43.1,1986,66.4
2026-07-15 08:04:40,VN001,21.030418951976927,105.84988456381342,50.9,1818,66.2
2026-07-15 08:04:45,VN001,21.030019612595027,105.84935350743416,46.8,1976,66.2
2026-07-15 08:04:50,VN001,21.025742693094607,105.85872648414679,52.8,1899,66.0
2026-07-15 08:04:55,VN001,21.030621792213477,105.85745980120512,49.0,2032,65.9
2026-07-15 08:05:00,VN001,21.02587249087497,105.85605974206094,47.3,1875,65.8
2026-07-15 08:05:05,VN001,21.026753996981594,105.85318952944415,45.7,2064,65.7
2026-07-15 08:05:10,VN001,21.030964914051182,105.85083294320071,37.7,2083,65.7
2026-07-15 08:05:15,VN001,21.029996328990475,105.85066437042671,50.9,2005,65.6
2026-07-15 08:05:20,VN001,21.031992234104944,105.85160242898165,47.7,2022,65.5
2026-07-15 08:05:25,VN001,21.030076128923003,105.85459226664706,41.2,1851,65.4
2026-07-15 08:05:30,VN001,21.029183086033356,105.85624595922701,53.9,1943,65.3
2026-07-15 08:05:35,VN001,21.024436747678283,105.85570197376718,36.9,1868,65.2
2026-07-15 08:05:40,VN001,21.027177158030597,105.85189933896946,39.0,1898,65.1
2026-07-15 08:05:45,VN001,21.02615202367682,105.85864865280664,55.2,1824,65.0
2026-07-15 08:05:50,VN001,21.02593989643379,105.85647896916696,56.8,1852,64.8
2026-07-15 08:05:55,VN001,21.033230105547524,105.85464354052512,39.7,1950,64.7
2026-07-15 08:06:00,VN001,21.02743097724667,105.85521720746235,48.5,1943,64.6
2026-07-15 08:06:05,VN001,21.032420465551773,105.85329600062428,57.4,1856,64.5
2026-07-15 08:06:10,VN001,21.029811386259972,105.85157730989502,37.8,1838,64.4
